stars,text
4,                          i finally got around to reading this book i had put it off for so long as i was unsure how much i would enjoy this book as i enjoyed me before you immensely and in my opinion after you wasnt as enjoyable but i loved reading this story                  
4,                          creo que reflexione mucho sobre mi vida y lo que esperaba de ella con este libro recorde los suenos enterrados y los cambios a los que nos sometimos por esos seres que creiamos amar la perdida de identidad es algo muy comun en las relaciones que nos quieren pero que no nos pongamos esto o aquello que nos adoran pero comportate un poco mas sofisticada para dar buena impresion creo que lou fue muy valiente al poner sus suenos y lo que la apasionaba por delante al amor otra adictiva y diverti  creo que reflexione mucho sobre mi vida y lo que esperaba de ella con este libro recorde los suenos enterrados y los cambios a los que nos sometimos por esos seres que creiamos amar la perdida de identidad es algo muy comun en las relaciones que nos quieren pero que no nos pongamos esto o aquello que nos adoran pero comportate un poco mas sofisticada para dar buena impresion creo que lou fue muy valiente al poner sus suenos y lo que la apasionaba por delante al amor otra adictiva y divertida lectura de jojo ella hace unos personajes entranables y muy fuera de lo comun  more                  
5,                          me encantan estos libros que te dejan con una sonrisa en la boca y la sensacion de que todo ira bien <U+0001F60B>                  bios a los que nos sometimos por esos seres que creiamos amar la perdida de identidad es algo muy comun en las relaciones que nos quieren pero que no nos pongamos esto o aquello que nos adoran pero comportate un poco mas sofisticada para dar buena impresion creo que lou fue muy valiente al poner sus suenos y lo que la apasionaba por delante al amor otra adictiva y diverti  creo que reflexione mucho sobre mi vida y lo que esperaba de ella con este libro recorde los suenos enterrados y los cambios a los que nos sometimos por esos seres que creiamos amar la perdida de identidad es algo muy comun en las relaciones que nos quieren pero que no nos pongamos esto o aquello que nos adoran pero comportate un poco mas sofisticada para dar buena impresion creo que lou fue muy valiente al poner sus suenos y lo que la apasionaba por delante al amor otra adictiva y divertida lectura de jojo ella hace unos personajes entranables y muy fuera de lo comun  more                  
2,                          25 stars                   
5,                          i loved this story and loved the ending                  
4,                          very enjoyable end to the series ties up a lot of loose ends that the second book after you left undone                  
4,                          so it took me a good third of the book to get into it once i did i was hooked this book made me laugh cry become angry become happynot necessarily in that order lol i love louisa clark and hope that there will be another book as im not ready for her story to end                  
4,                          i received a copy of still me from penguin random house new zealand to review this is the third book in the me before you series i¡¦ve enjoyed all three books in this series i was only ever expecting there to be one book me before you and it¡¦s still my favourite of the three but i do like the other two as welli love lou she¡¦s just so uniquely herself and i love reading about her outfits even though i¡¦m not into fashion at all i also love her family especially her parents i think they¡¦v  i received a copy of still me from penguin random house new zealand to review this is the third book in the me before you series i¡¦ve enjoyed all three books in this series i was only ever expecting there to be one book me before you and it¡¦s still my favourite of the three but i do like the other two as welli love lou she¡¦s just so uniquely herself and i love reading about her outfits even though i¡¦m not into fashion at all i also love her family especially her parents i think they¡¦ve made me laugh out loud in every booki was really looking forward to seeing what lou got up to in new york city because knowing her luck it wouldn¡¦t be smooth sailing i wasn¡¦t expecting anything bad to happen but still i mean she had fallen off a roofthere was one thing i didn¡¦t like about still me and its big part of why i couldn¡¦t give the book five stars i felt like the will traynor doppelganger was a bit much and completely unnecessary the story could have done without it it just felt like a way to keep will in lou¡¦s story and there was already a pretty good way he was connected to her time in new york without this guy¡K so i don¡¦t get why josh needed to look like will i just wish that one detail wasn¡¦t in it i mean she couldn¡¦t even introduce him to people who knew will without thinking she¡¦d be judged i just don¡¦t get why he was even needed in thisanyway lou and her family definitely made up for it oh and a few new characters from new york were great too i¡¦m not going to say who but the neighbour was one of my favourite characters in still mei feel like there doesn¡¦t need to be another book after this lou seems like she¡¦s in a great place from where the book ended i¡¦m happy to leave her there i¡¦ll definitely miss reading about what lou and her family are getting up to but i feel like a fourth book would drag it oni have loved the me before you seriestrilogy whatever it is and i love lou her parents and willif you haven¡¦t read these books then i definitely recommend them especially for the characters and how funny they are   more                  
3,                          it definitely wasn¡¦t perfect but i enjoyed hearing about how louisa¡¦s life unfolded i also especially enjoyed the stories of the people she encountered in new york stayed up way too late finishing this                   
5,                          i just loved this book so much falling into it was like catching up with an old friend and it was great to remember just how amazing louisa clark is the story has a lot of ups downs twists and turns so i wont go into detail but it was great to see louisa coming more into her own through out the whole book i was really disappointed with after you and still me was such a different experience it was more of the louisa from me before you and i could just picture emilia clarks expressions if  i just loved this book so much falling into it was like catching up with an old friend and it was great to remember just how amazing louisa clark is the story has a lot of ups downs twists and turns so i wont go into detail but it was great to see louisa coming more into her own through out the whole book i was really disappointed with after you and still me was such a different experience it was more of the louisa from me before you and i could just picture emilia clarks expressions if they were to make a film version of this one as well part of me hopes the series continues because i just love this character so much but it also wrapped up so nicely that i would accept if it ended here  more                  
5,                          me encanto el final de la historia de louisa  francamente el segundo libro me parecio una estrategia comercial para continuar el exito de yo antes de ti no me gusto pero sencillamente este tercero me encanto el personaje de lou es realmente querible dulce una antiheroina con la que es muy facil encarinarse e identificarsela tematica sigue refiriendose a la capacidad de reinventarse y de ser feliz con lo que genuinamente nos representa sin estar tratando de agradar a los demas ni seguir l  me encanto el final de la historia de louisa  francamente el segundo libro me parecio una estrategia comercial para continuar el exito de yo antes de ti no me gusto pero sencillamente este tercero me encanto el personaje de lou es realmente querible dulce una antiheroina con la que es muy facil encarinarse e identificarsela tematica sigue refiriendose a la capacidad de reinventarse y de ser feliz con lo que genuinamente nos representa sin estar tratando de agradar a los demas ni seguir los mandatos ajenos valora las relaciones interpersonales mas que los logros laborales o comerciales mas que la riqueza en realidad las lleva al primer lugar del podio del mayor de los exitos para la vida voy a extranar a lou lo recomiendo    more                  
5,                          beautiful contemporaryathon 1 most recent acquired contemporary                   
4,                          una novela freca y entretenida mi resena httpsleerenelsurblogspotcl2018                  
4,                          my goodness how i liked this book happy to read about louisa clark¡¦s adventureand ending no spoilersbut this book left me smiling                   
3,                          permitanme comenzar diciendo que yo soy fan del libro me before you tenia mucho tiempo que una historia romantica no me atrapaba tanto de manera sentimental que al final yo senti que tambien perdi a will traynor pero luego lei el libro 2 la continuacion de la historia de louisa y ahi termino mi amor incondicional y me pregunte porque habia que escribir el libro 2 sobre esta historia que fue hermosa triste pero gratificante en su mensaje pero mi respuesta fue peor el  que evoco el libr  permitanme comenzar diciendo que yo soy fan del libro me before you tenia mucho tiempo que una historia romantica no me atrapaba tanto de manera sentimental que al final yo senti que tambien perdi a will traynor pero luego lei el libro 2 la continuacion de la historia de louisa y ahi termino mi amor incondicional y me pregunte porque habia que escribir el libro 2 sobre esta historia que fue hermosa triste pero gratificante en su mensaje pero mi respuesta fue peor el  que evoco el libro me before you tenia que continuar y nos presentaron despues de ti que soy de opinion que fue desastrosopero yo como masoquista sigo buscando el personaje de louisa que me hizo llorar a mares en este libro al menos aparece en algunas circunstancias sigue siendo desinteresada servicial adorable y que se deja embaucar con cosas que al final vez muy predecibleaunque este libro me gusto mas que 2 fue simplemente bueno sigo insistiendo que esta historia termina con louisa haciendo backpacking en europa moyes mantiene una prosa ligera y que te engancha pero que al final llegas al punto que deseas es que termineadmito que odiare a sam toda mi vida  more                  
1,I am bored
4,                          still me is much better than after you honestly i was dissapointed but i still dont love it so much as me before you which is of course the best of the whole trilogy duh the first 150 pages of still me were a little too much boring for me but the other half of story was really good nice enjoyable read and i like lou clark she is really unique   still me is much better than after you honestly i was dissapointed but i still dont love it so much as me before you which is of course the best of the whole trilogy duh the first 150 pages of still me were a little too much boring for me but the other half of story was really good nice enjoyable read and i like lou clark she is really unique   more                  
4,                          this book felt more like the first one in the best way lou was more like the lovable character of the first book and i defiantly enjoyed this more than the second book                  
4,                          45<U+2B50> a predictable but perfectly enjoyable read absolutely love louisa clark and her adventures  45<U+2B50><U+FE0F> a predictable but perfectly enjoyable read absolutely love louisa clark and her adventures  more                  
5,                          5 <U+2764><U+2764><U+2764>  5 <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>  more                  
5,                          guys this book it rip my heart oit and then tore me back togetherliked so very much i greatly enjoy moyes writing and cannot get over how every word she writes puts you right there with the character i cried during one of lous lowest pointsand i havent cried over a book in a long time i felt the anxiety and nerves that lou expressed moving to nyc and ive lived here all my life there was a happy surprising moment during the book and i found my heart skipped a beat when it happened a  guys this book it rip my heart oit and then tore me back togetherliked so very much i greatly enjoy moyes writing and cannot get over how every word she writes puts you right there with the character i cried during one of lous lowest pointsand i havent cried over a book in a long time i felt the anxiety and nerves that lou expressed moving to nyc and ive lived here all my life there was a happy surprising moment during the book and i found my heart skipped a beat when it happened and it wasnt even happening to me i felt everything louisa felt i wasnt expecting there to be a 3rd book about louisa but i am so glad there was what a nice wrapup this was but id read more if she ever came out with a 4thdisliked i feel like there were some events left unanswered or unexplained and i would have liked a little clarification on some things most of the plot worked for me but i still have some questions and think that louisa is extremely lucky to have everything work out for her the way it didoverall i would recommend this book to anyone who likes romance travel and quirky strong ladies i do think you should read the two books before this as it gives a much greater context i also would suggest not comparing it so much to the first or even second book as this is a different story entirely  more                  
5,                          ugh what a wholesome conclusion to this story i absolutely adored every moment of still me and think it calls for a booktube review video of its own                   
5,                          wow as soon as i started reading this book i got goosebumps because it was just so thrilling to be back in louisa clarks world once again this book starts in such a fun way with lou at border control about to enter the usa everything she is doing and feeling is so relatable and instantly you remember why you love her as a character so much there are so many classic louisa moments in this book from genuine moments of honestly an heart to moments of insecurity and some really clumsy and or  wow as soon as i started reading this book i got goosebumps because it was just so thrilling to be back in louisa clarks world once again this book starts in such a fun way with lou at border control about to enter the usa everything she is doing and feeling is so relatable and instantly you remember why you love her as a character so much there are so many classic louisa moments in this book from genuine moments of honestly an heart to moments of insecurity and some really clumsy and or drunken mishaps she is a great character and i am so pleased that jojo moyes has decided to bring her back for a third time long live louisa clark of course there are some new characters to meet in this book as well and most of them just happen to be new yorkers which is great fun to read about as well but what jojo moyes has done is recognise that there are so many people from so many other countries who live in this city and the characters really reflect this i think she made a really good choice here fear not we get to catch up with louisas lovely family as well when we got to hear from them through phone calls and visits it really did feel like i was speaking to home as well these characters have been so brilliantly written to feel like family to the reader as much as to louisa then there is the fact that the majority of this book is set in manhattan i loved seeing the city through louisas eyes and visiting places with her that i have visited myself it has that little bit of devil wears prada about it because obviously louisa is new to the city but must find her way around and get into the rhythm of new york so that she can get on with her new job and there are some very funny moments that come out of this one of my favourite things is that she frequently stumbles across the difference between purse and handbag something that i can really relate to and something im glad was included in this book in terms of the plot i would say that this the third in the series is a little more upbeat than the previous two novels and the plot is therefore a little slower in pace it is very much all about louisas new start and i loved the fact that jojo moyes keeps it simple and really does focus in on that she doesnt go too far into the ins and outs of the consequences of visas and plane fares and that makes for a real escapist read the plot certainly did keep me turning the pages though as i listened to this audiobook in one day only stopping it once when i had to call in at that libraryall in all this book was just fantastic i really dont even think you would need to have read the other two books in the series in order to enjoy this book because it is definitely a story in itself about a wonderfully optimistic english woman making a life for herself in a fabulous new city and everything that comes with it i feel satisfied and comforted having finished the book i feel like i have lived through the experience with louisa and i am ready to go right back to the beginning and start it all again   more                  
4,                          ein ganzes halbes jahr gehort zu meinen absoluten lieblingsbuchern daher war ich sowohl bei ein ganz neues leben als auch bei mein herz in zwei welten skeptisch ob mir die bucher gefallen werden wahrend ein ganz neues leben fur mich eigentlich noch viel mehr von den erinnerungen an will und der verarbeitung der erlebnisse gepragt war geht es in mein herz in zwei welten eigentlich viel eher darum dass lou beginnt ihr leben weiter zu lebendas buch beginnt locker und leicht und ma  ein ganzes halbes jahr gehort zu meinen absoluten lieblingsbuchern daher war ich sowohl bei ein ganz neues leben als auch bei mein herz in zwei welten skeptisch ob mir die bucher gefallen werden wahrend ein ganz neues leben fur mich eigentlich noch viel mehr von den erinnerungen an will und der verarbeitung der erlebnisse gepragt war geht es in mein herz in zwei welten eigentlich viel eher darum dass lou beginnt ihr leben weiter zu lebendas buch beginnt locker und leicht und man ist wieder direkt im leben von lou drin ihr leben dass ein wenig chaotisch ist aber mit ihrer charmanten art einfach nur spas macht es kommt auch gleich wieder zu sehr witzigen szenen in denen ich laut lachen musste und mich daran erinnert hat warum ich lou so gerne magin der nachsten zeit begleiten wir lou wie sie in ihrem leben in new york ankommt sich in ihrem neuen job zurecht findet neue leute kennenlernt und naturlich ihre familie und sam vermisst es ist klar dass diese entfernung irgendwann auch zu problemen in der beziehung zu sam fuhrt ich hatte die befurchtung dass dies der einzige weg war dramatik in die geschichte zu bringen und dies hatte ich nicht sehr einfallsreich gefunden weil man dies einfach zu oft liest aber es passieren noch einige andere dinge so dass es definitiv nicht langweilig wirddie personen in diesem buch sind sehr interessant und abwechslungsreich lou bleibt ihrer sprudelnden personlichkeit treu und man muss sie einfach gerne haben es gibt einige charaktere die einem direkt sympathisch war und andere denen man irgendwie nicht so ganz uber den weg getraut hatdas ende war fur mich passend realistisch und nicht ubertrieben kitschig das hat mir gut gefallen ich denke aber auch dass an dieser stelle ein ende sein sollteder schreibstil ist wieder sehr leicht und angenehm zu lesen obwohl ich manchmal das gefuhl hatte dass ich trotz zeit nicht so richtig vorangekommen bin insgesamt war das buch fur mich sehr unterhaltsam aber doch ein wenig schwacher als die beiden vorganger  more                  
4,                          a completely enchanting trilogy                   
2,                          ¡§me before you¡¨ was a truly special book one of my favourites i really wish the author had let louisa clark¡¦s story end there some books as better left to stand alone their readers left to imagine what happened to the characters that they loved so much                   
4,                          always fun spending time with louisa one of my favorite series and this didn¡¦t disappoint                  
5,                          gahi realize that one should never start a blog with ¡§gah¡¨ unless one¡¦s name is bridget but i offered to read the first chapter of jojo moyes much awaited still you and now that i¡¦ve read it i¡¦m already completely hooked and i have to wait until the end of january to read the rest what was i thinking i can go back and read the first chapter over and over but i don¡¦t think that will cut itmy review last summer of after you the second book in the me before you trilogy mentioned that lo  gahi realize that one should never start a blog with ¡§gah¡¨ unless one¡¦s name is bridget but i offered to read the first chapter of jojo moyes much awaited still you and now that i¡¦ve read it i¡¦m already completely hooked and i have to wait until the end of january to read the rest what was i thinking i can go back and read the first chapter over and over but i don¡¦t think that will cut itmy review last summer of after you the second book in the me before you trilogy mentioned that louisa clark hadn¡¦t quite found herself the way will traynor would have liked her too will ¡V lou still needs you she now has travelled across the atlantic ocean to the big apple to ¡§say yes¡¨ to new experiences an early caution of ¡§be careful what you say yes to¡¨ possibly foreshadows that lou¡¦s travels may not go the way she plans of course this is lou we are talking about so the reader knows they rarely dothe setting is a familiar one to me being an american and living near new york city as a kid it is fun to picture unconfident clumsy british louisa navigating both the city and circumstances she finds herself in this includes a new cast of characters and happily the return of nathan her previous tie to willdid i mention i still miss willi will impatiently wait for the release of the rest of the novel and hope that the louisa will fell in love with will reemerge i miss that louisa toothank you ms moyes for the opportunity to preview this early edition proof chapter thank you also for writing lou and will into the world  more                  
5,                          lou stands out as one of my most loved characters of all time this book only cemented that i loved lous journey and what she learned about herself with it the secondary characters in this book were bold and had an impact i admired that it was shown how multidimensional people are what you see is not always what issam i adore that man still waiting on my own samhands down one of my favorite books this year and i have a feeling it will remain a favorite over time                  
5,                          i absolutely loved this sequel to after you which was a sequel to the very well known best seller by jojo moyes me before you still me just might be my favorite of the three novels in this one louisa clark has moved to nyc to be the companion of a seemingly spoiled young woman who is married to a much older extremely wealthy man and who is loathed by her husbands bratty grown daughter and all their family friends louisa believes this young woman agnes is her friend but the rea  i absolutely loved this sequel to after you which was a sequel to the very well known best seller by jojo moyes me before you still me just might be my favorite of the three novels in this one louisa clark has moved to nyc to be the companion of a seemingly spoiled young woman who is married to a much older extremely wealthy man and who is loathed by her husbands bratty grown daughter and all their family friends louisa believes this young woman agnes is her friend but the reader knows better meanwhile louisa has left her new boyfriend sam behind in england where she begins to wonder if he is being faithful or falling for his new work partner louisa is receiving new male attention at the same time sam and louisa struggle to hold things together with infrequent visits but there are miscommunications and misunderstandings which lead to heartbreak trouble brews on the job front too when agnes betrays louisa to protect herself and louisas life takes an unexpected turn she is a resilient young woman and builds a new world for herself there are characters in her world who are so endearing and quirky and make for a feel good novel in the end   more                  
3,                          it was a pleasant interlude reading this book moyes has penned a moderately compelling tale of a british immigrant in new york and her reactions and experiences in this big city the story line was often predictable yet entertaining a minor problem for me was that i had read the first book in this seriesme before you  which i had enjoyed but i omitted the second after you  this gap proved to be a problem because the author made reference to people and events which were unfamiliar to me a  it was a pleasant interlude reading this book moyes has penned a moderately compelling tale of a british immigrant in new york and her reactions and experiences in this big city the story line was often predictable yet entertaining a minor problem for me was that i had read the first book in this seriesme before you  which i had enjoyed but i omitted the second after you  this gap proved to be a problem because the author made reference to people and events which were unfamiliar to me and did not describe or explain themi have grown to like and appreciate moyes major character in this series she has clearly and realistically described this quirky bright young lady perhaps her books could be referred to as chick lit but i see them as a pleasant break from more serious literature requiring analysis  more                  
4,                          im so happy that i read still me me before you was one of my top favorite books of all time i absolutely loved louisa and will and wont ever forget them when after you came out i was so excited to learn what happened after and unfortunately was very disappointed with that book i grabbed still me hoping that it would fill the empty feeling i had after reading book 2 although i didnt love it as much as the first book which was absolutely epic in every way i truly enjoyed still me jojo  im so happy that i read still me me before you was one of my top favorite books of all time i absolutely loved louisa and will and wont ever forget them when after you came out i was so excited to learn what happened after and unfortunately was very disappointed with that book i grabbed still me hoping that it would fill the empty feeling i had after reading book 2 although i didnt love it as much as the first book which was absolutely epic in every way i truly enjoyed still me jojo moyess writing is out of this world and i love louisa clark hard i laughed i cried and held my breath at times there was a lot more angst than i expected which i love really great read and i adore moyess books  more                  
1,                          just why  me before you was perfectperfectafter you though didnt live upto the expectation was still fairly goodbut i do not see why this series needs to go oni really hope not but the more the character of louisa is dragged the more i see it loosing its charm and just to see that not happen i will give this book a pass and any that follows in this seriessometimes i wish a author would just know when to stopbut thats my personal opinion to everyone looking forw  just why  me before you was perfectperfectafter you though didnt live upto the expectation was still fairly goodbut i do not see why this series needs to go oni really hope not but the more the character of louisa is dragged the more i see it loosing its charm and just to see that not happen i will give this book a pass and any that follows in this seriessometimes i wish a author would just know when to stopbut thats my personal opinion to everyone looking forward to this book i hope it is everything you imagined it would behappy reading d  more                  
4,                          this was my first book by jojo moyes not without trying though i tried hard to get the other two in this series but alas it didnt happen i did see the movie i know not really the full story this book continues the story of louisa and now she is taking on new york i thoroughly enjoyed the read i loved margot agnes can crawl in a hole somewhere and sam im not sure about him looks like we will see him in the next book fingers crosseda great read that i thoroughly enjoyedthanks  this was my first book by jojo moyes not without trying though i tried hard to get the other two in this series but alas it didnt happen i did see the movie i know not really the full story this book continues the story of louisa and now she is taking on new york i thoroughly enjoyed the read i loved margot agnes can crawl in a hole somewhere and sam im not sure about him looks like we will see him in the next book fingers crosseda great read that i thoroughly enjoyedthanks to pamela dorman books and net galley for providing me with a free egalley in exchange for an honest unbiased review  more                  
5,                          satisfying from beginning to end a story rich in characters and full of heart this one isn¡¦t a 4hankie weeper like me before you but it features the inimitable louisa clark who we¡¦ve come to know and love and her adventures in new york city had me looking forward to delving into this novel at end of each day highly recommended                  
5,                          i loved this novel not sure if this will have a 4th installment and if it was to end on this note id be ok with it i feel like in this novel lou became lou and finally lived for will there were a lot of laugh out loud moments i this novel there was also a lot of tears great continuation of a wonderful love story and of self acceptance                   
4,                          i was one that loved the second book ¡¥after you¡¦ i enjoyed this one but not as much as the first two it did lag in a few places for me but that was more in the first half of the book this is the book that ends the series for me if there¡¦s more i¡¦ll pass as i¡¦m happy where i was left with the characters                  
4,                          after the dumpster fire that was after you i was nervous to pick this one up boy am i glad i did just wonderful                   
4,                          i just want to be best friends with louisa clark                  
4,                          355 gute unterhaltung aber der erste teil bleibt einfach unerreichbar                   
4,                          ive grown to adore louisa clark and i have lost count of how many times ive just wanted to give her a hug through this series she truly is the bees knees hoping for a book 4                  
3,                                      this review has been hidden because it contains spoilers to view it                    click here                                            al igual que despues de ti sigo siendo yo es una secuela innecesaria y por lo visto tiene una continuacion aun asi es una novela con mas pros que contras que satisfacera al lectorla historia ha dado un giro bastante grande sigo siendo yo nos muestra como louisa clarke se desenvuelve en la fabulosa y superficial ciudad de nueva york mientras trata de hacer que su relacion con sam sobreviva a la vez que sigue siguiendo los consejos del difunto will traynor la trama esta bien construida tene  al igual que despues de ti sigo siendo yo es una secuela innecesaria y por lo visto tiene una continuacion aun asi es una novela con mas pros que contras que satisfacera al lectorla historia ha dado un giro bastante grande sigo siendo yo nos muestra como louisa clarke se desenvuelve en la fabulosa y superficial ciudad de nueva york mientras trata de hacer que su relacion con sam sobreviva a la vez que sigue siguiendo los consejos del difunto will traynor la trama esta bien construida tenemos nuevos personajes nuevos conflictos y tenemos a la ciudad de nueva york con sus cosas positivas y negativas la autora tiene una interesante vision sobre la ciudad y nos muestra que a pesar de que se puede llegar a ser alguien en nueva york siempre habra dicrimen clasismo arribismo e hipocresia la autora nos presento correctamente estos temas desde el punto de vista de louisa y hace que sigo siendo yo no sea una historia solamente de romance color rosa nos muestra lo dificil que es el amor y como se puede derrumbar por las distancias y las mentiraslouisa clark esta mejor que nunca es una gran heroina y a pesar de que antes me resultaba insoportable ha tenido una evolucion aceptable ha vivido desgracias soledades y traiciones pero ha salido adelante y todas estas tragedias han servido para que su personaje crezca y maduresam es un personaje con mucho potencial que lamentablemente no fue muy bien desarrollado en la novela anterior su relacion con louisa se vio muy forzada y aqui vemos las consecuencias la autora se encargo de que en despues de ti las cosas surgieran de manera rapida sin apenas conocerse para que aqui comprendamos las desconfianzas que surgen a lo largo de la trama eso hizo que su relacion fuera compleja y sus problemas fueran creibleshubo otros personajes secundarios que en su mayoria estuvieron bien pero me hubiera gustado ver un cierre de louisa con ellos aunque asi es la vida quizas en el siguiente libro las cosas cambien y puedan tener esa conclusion entre los mejores estan margot dewitt y agnes agnes es un personaje complejo que a veces nos agrada y otras veces no tiene secretos y extranas costumbres que la hacen interesante me hubiera gustado que la autora nos hubiera presentado como continuaria su vida sin louisa lo mismo con margot otro personaje complejo que espero que podamos despedirnos de ella como es debido si viene otra secuelaen el caso de josh pienso que estuvo para intentar hacer un triangulo amoroso louisa afirma que lo amo pero la autora no desarrollo suficiente ese personaje ni su relacion con louisa por lo que no fue creible era un personaje con mucho potencial como muchos de nosotros busca destacar en un mundo donde ya hay suficiente brillo lastima que no hicieron un buen trabajo con su personajetambien tenemos de vuelta a los personajes de las entregas anteriores tuvieron muchos altibajos los padres de louisa estuvieron muy chistosos como siempre el problema fue treena la hermana de louisa spoiler de repente la hicieron lesbiana y con una mujer negra no tengo nada en contra de eso pero si me molesta que fuercen demasiado la diversidad todo por comercio y dinero la hija y la madre de will fueron puro relleno al igual que muchos de los paseos de louisa con el perro dean martinla prosa estuvo correcta para esta clase de libros y esta novela resulto entretenida y profunda nos hace pensar muchas cosasa pesar de que los tres libros de louisa clarke han sido muy buenos despues de ti y sigo siendo yo han sido secuelas que aunque divertidas resultan innecesarias sin embargo ahora necesito otra novela para saber como se desenvolveran louisa y sam en la ciudad que nunca duerme ya va siendo hora de concluir esta saga y darle un cierre apropiado a la gran louisa clark  more                  
4,                          ich liebe die geschichten dieser autorin habe bisher jedes buch verschlungen leider muss ich sagen hat diese reihe von buch zu buch abgebautlou hat den tod von will endlich angenommen und kann sich eine zukunft mit sam vorstellen ihrem sexy sanitater  als ein angebot kommt was sie nicht abchlagen kann sie macht sich auf den weg nach new york um die chance zu nutzen endlich zu sich selbst zu finden wir erleben gemeinsam mit lou wie sie an sich selbst wachst ruckschlage erleidet und en  ich liebe die geschichten dieser autorin habe bisher jedes buch verschlungen leider muss ich sagen hat diese reihe von buch zu buch abgebautlou hat den tod von will endlich angenommen und kann sich eine zukunft mit sam vorstellen ihrem sexy sanitater  als ein angebot kommt was sie nicht abchlagen kann sie macht sich auf den weg nach new york um die chance zu nutzen endlich zu sich selbst zu finden wir erleben gemeinsam mit lou wie sie an sich selbst wachst ruckschlage erleidet und endlich heraus findet was ihr selbst wichtig ist  ohne dabei an jemand anderen zu denken ob es ihr gelingt an sam festzuhalten der uber 3000 meilen entfernt ist ob sie ihr neuer job glucklich macht und welche neuen freundschaften sie schliest musst ihr selbst herausfinden ber den schreibstil von jojo moyes muss ich nicht viel sagen sie kann geschichten einfach brilliant erzahlen hat es mir im buch auch manchmal an story gefehlt konnte sie es durch ihre eigene art des schreibens weg machenin der geschichte erfahren wir alles uber das leben von lou in new york wie sie wunderbare neue freundschaften schliest starken und schwachen dieser metropole kennenlernt was eine freundschaft fur einen new yorker bedeutet und wie lou zu sich selbst findet immer wieder kehren wir zu will zuruck und erfahren mehr uber sein leben was ich ganz wunderbar gefunden habe denn teil 1 ist fur mich unvergessen und eines der bucher an die ich mich noch ganz genau erinnern kannin der ganzen geschichte hat es mir an einem kern gefehlt etwas worauf man hin arbeitet und warmstens erwartet es ist eine geschichte uber lous leben ohne ein ziel auf das die story hinarbeitetzum schluss hatte ich mir einen epilog gewunscht in dem wir noch kurz erfahren was in 10 jahren aus lou geworden ist und ob sie all ihre plane umgesetzt hatdas horbuch ist gut vertont der sprecherin konnte man gut uber diese vielen stunden zuhoren ohne zu ermuden oder uberdrussig zu werden allerdings fand ich ihre stimme auch nicht umwerfend oder genau zu der geschichte passen also gut aber es hat mich nicht umgehauen ich mag es nicht wenn man die sprecherin luft holen hort und das ist manchmal der fallfazitein wundervolles buch fur alle lou und will leser klare leseempfehlung jedoch nicht ohne die vorangegangenen bande gelesen zu haben ein fantastisches buch einer tollen autorin dem es manchmal an emotionen fehlt  more                  
